postcode,value
2000,12
2038,1
2111,2
2116,1
2118,1
2121,1
2131,1
2136,1
2146,1
2147,2
2148,2
2153,1
2154,1
2162,6
2164,3
2165,2
2166,1
2168,4
2170,4
2171,1
2173,1
2190,4
2196,2
2197,4
2198,2
2199,2
2211,1
2212,5
2213,11
2214,5
2222,5
2230,1
2232,1
2234,3
2560,2
2565,2
2566,1
2567,1
2570,2
2745,1
2749,1
2750,1
2756,1
2761,2
2768,1
2770,1
3000,4
3012,1
