postcode,value
2000,12
2009,2
2011,2
2040,3
2043,1
2062,6
2067,2
2069,6
2073,4
2076,2
2077,1
2079,2
2086,2
2087,2
2088,1
2089,5
2090,2
2092,1
2093,7
2095,1
2099,12
2100,17
2101,3
2106,2
2127,2
2150,1
2196,2
2200,1
2217,2
2220,1
2340,1
2486,1
3000,4
3020,2
4102,2
4226,2
5032,2
6103,2
9826,1
