postcode,value
2000,4
2009,1
2026,1
2031,1
2032,2
2034,1
2036,1
2039,1
2047,1
2064,2
2067,1
2070,2
2074,1
2077,1
2085,1
2093,5
2094,1
2097,1
2099,1
2100,1
2112,2
2118,1
2119,1
2122,1
2138,1
2144,2
2146,1
2150,1
2154,1
2155,1
2162,1
2168,1
2176,1
2203,1
2207,1
2209,1
2212,1
2218,2
2222,1
2224,1
2226,1
2229,1
2232,1
2256,1
2259,1
2260,3
2261,5
2560,2
2570,2
2759,1
2767,1
2769,1
2770,1
2780,1
2847,1
3000,2
4109,1
4152,1
